"Genus","Display_genus","Sample_ID","Site","Relative_abundance_percent","Detected"
"Acinetobacter","Acinetobacter","220707_11","Altos de Campana",0.73733786287832,TRUE
"Acinetobacter","Acinetobacter","220707_12","Altos de Campana",0.159720784406519,TRUE
"Acinetobacter","Acinetobacter","220707_13","Altos de Campana",0.0407188229545578,TRUE
"Acinetobacter","Acinetobacter","220707_14","Altos de Campana",0.597999420121774,TRUE
"Acinetobacter","Acinetobacter","220707_15","Altos de Campana",0.0308791742026556,TRUE
"Acinetobacter","Acinetobacter","220707_16","Altos de Campana",0.0498687664041995,TRUE
"Acinetobacter","Acinetobacter","220707_17","Altos de Campana",0.141352480548398,TRUE
"Acinetobacter","Acinetobacter","220707_18","Altos de Campana",0.143787833064101,TRUE
"Acinetobacter","Acinetobacter","220707_19","Altos de Campana",0.243818343020392,TRUE
"Acinetobacter","Acinetobacter","220707_20","Altos de Campana",0.0380859109333769,TRUE
"Acinetobacter","Acinetobacter","220708_01","Soberanía",0.659286419404879,TRUE
"Acinetobacter","Acinetobacter","220708_02","Soberanía",0.342304302375633,TRUE
"Acinetobacter","Acinetobacter","220708_03","Soberanía",0.142378311037285,TRUE
"Acinetobacter","Acinetobacter","220708_04","Soberanía",0.87159426257635,TRUE
"Acinetobacter","Acinetobacter","220708_05","Soberanía",0.0841337726985908,TRUE
"Acinetobacter","Acinetobacter","220708_06","Soberanía",0.546294011912734,TRUE
"Acinetobacter","Acinetobacter","220708_07","Soberanía",0.310414691722894,TRUE
"Acinetobacter","Acinetobacter","220708_08","Soberanía",0.201445934149562,TRUE
"Acinetobacter","Acinetobacter","220708_09","Soberanía",0.0377078809471179,TRUE
"Acinetobacter","Acinetobacter","220708_10","Soberanía",1.86842176833746,TRUE
"Acinetobacter","Acinetobacter","250607_01","Lost Iguana",15.8835208471211,TRUE
"Acinetobacter","Acinetobacter","250607_02","Lost Iguana",3.19876874441047,TRUE
"Acinetobacter","Acinetobacter","250607_03","Lost Iguana",9.72049315288543,TRUE
"Acinetobacter","Acinetobacter","250607_04","Lost Iguana",0.652701212789416,TRUE
"Acinetobacter","Acinetobacter","250607_05","Lost Iguana",1.37629392039656,TRUE
"Acinetobacter","Acinetobacter","250607_07","Lost Iguana",3.15456784215197,TRUE
"Acinetobacter","Acinetobacter","250607_08","Lost Iguana",4.34933755649117,TRUE
"Acinetobacter","Acinetobacter","250607_09","Lost Iguana",3.29291488349976,TRUE
"Acinetobacter","Acinetobacter","250607_10","Lost Iguana",31.4564720548514,TRUE
"Amnibacterium","Amnibacterium","220604_01","Veragua",0.150829562594268,TRUE
"Amnibacterium","Amnibacterium","220604_02","Veragua",0.268682829292677,TRUE
"Amnibacterium","Amnibacterium","220604_03","Veragua",0.190410247533322,TRUE
"Amnibacterium","Amnibacterium","220604_04","Veragua",0,FALSE
"Amnibacterium","Amnibacterium","220604_05","Veragua",0,FALSE
"Amnibacterium","Amnibacterium","220604_06","Veragua",0.372776421346355,TRUE
"Amnibacterium","Amnibacterium","220604_07","Veragua",0.400756143667297,TRUE
"Amnibacterium","Amnibacterium","220606_02","Veragua",0.552573413324913,TRUE
"Amnibacterium","Amnibacterium","220606_04","Veragua",0,FALSE
"Amnibacterium","Amnibacterium","220607_01","Veragua",0.339023611997447,TRUE
"Amnibacterium","Amnibacterium","220607_02","Veragua",0.675367345076207,TRUE
"Amnibacterium","Amnibacterium","220607_03","Veragua",0.158105971540925,TRUE
"Amnibacterium","Amnibacterium","220607_04","Veragua",0.227685538130932,TRUE
"Amnibacterium","Amnibacterium","220609_01","Veragua",0,FALSE
"Amnibacterium","Amnibacterium","220609_02","Veragua",0.374816094906705,TRUE
"Amnibacterium","Amnibacterium","220609_03","Veragua",0.685289448514549,TRUE
"Amnibacterium","Amnibacterium","220609_04","Veragua",0.294285456893186,TRUE
"Amnibacterium","Amnibacterium","220609_07","Veragua",0.887547989049318,TRUE
"Amnibacterium","Amnibacterium","220707_11","Altos de Campana",0.28953057442866,TRUE
"Amnibacterium","Amnibacterium","220707_12","Altos de Campana",0.351977284155107,TRUE
"Amnibacterium","Amnibacterium","220707_13","Altos de Campana",0.143873174439438,TRUE
"Amnibacterium","Amnibacterium","220707_14","Altos de Campana",0.155842273122644,TRUE
"Amnibacterium","Amnibacterium","220707_15","Altos de Campana",0.229388151219727,TRUE
"Amnibacterium","Amnibacterium","220707_16","Altos de Campana",0,FALSE
"Amnibacterium","Amnibacterium","220707_17","Altos de Campana",0.0725526006354607,TRUE
"Amnibacterium","Amnibacterium","220707_18","Altos de Campana",0.346155894413576,TRUE
"Amnibacterium","Amnibacterium","220707_19","Altos de Campana",0.211801792926805,TRUE
"Amnibacterium","Amnibacterium","220707_20","Altos de Campana",0.22035419897168,TRUE
"Amnibacterium","Amnibacterium","220708_01","Soberanía",0.257368495275702,TRUE
"Amnibacterium","Amnibacterium","220708_02","Soberanía",0.122983581691844,TRUE
"Amnibacterium","Amnibacterium","220708_03","Soberanía",0.0622905110788123,TRUE
"Amnibacterium","Amnibacterium","220708_04","Soberanía",0.105231853224441,TRUE
"Amnibacterium","Amnibacterium","220708_05","Soberanía",0.0771226249737082,TRUE
"Amnibacterium","Amnibacterium","220708_06","Soberanía",0.243188947238572,TRUE
"Amnibacterium","Amnibacterium","220708_07","Soberanía",0.286250673804346,TRUE
"Amnibacterium","Amnibacterium","220708_08","Soberanía",0.0716252210309555,TRUE
"Amnibacterium","Amnibacterium","220708_09","Soberanía",0.0884184794622076,TRUE
"Amnibacterium","Amnibacterium","220708_10","Soberanía",0.24477141069923,TRUE
"Amnibacterium","Amnibacterium","250607_01","Lost Iguana",0.0220604456210015,TRUE
"Amnibacterium","Amnibacterium","250607_02","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_03","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_04","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_05","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_07","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_08","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_09","Lost Iguana",0,FALSE
"Amnibacterium","Amnibacterium","250607_10","Lost Iguana",0,FALSE
"Brachybacterium","Brachybacterium","220604_01","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220604_02","Veragua",0.0812296925768558,TRUE
"Brachybacterium","Brachybacterium","220604_03","Veragua",0.0331775431308061,TRUE
"Brachybacterium","Brachybacterium","220604_04","Veragua",0.0327273809169617,TRUE
"Brachybacterium","Brachybacterium","220604_05","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220604_06","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220604_07","Veragua",0.23062381852552,TRUE
"Brachybacterium","Brachybacterium","220606_02","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220606_04","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220607_01","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220607_02","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220607_03","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220607_04","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220609_01","Veragua",0.118008024545669,TRUE
"Brachybacterium","Brachybacterium","220609_02","Veragua",0.0163471194040307,TRUE
"Brachybacterium","Brachybacterium","220609_03","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220609_04","Veragua",0,FALSE
"Brachybacterium","Brachybacterium","220609_07","Veragua",0.13329182929068,TRUE
"Brachybacterium","Brachybacterium","220707_11","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_12","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_13","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_14","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_15","Altos de Campana",0.0749922802064493,TRUE
"Brachybacterium","Brachybacterium","220707_16","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_17","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_18","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_19","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220707_20","Altos de Campana",0,FALSE
"Brachybacterium","Brachybacterium","220708_01","Soberanía",0.468904244817374,TRUE
"Brachybacterium","Brachybacterium","220708_02","Soberanía",0.0532928853997991,TRUE
"Brachybacterium","Brachybacterium","220708_03","Soberanía",0.0207635036929374,TRUE
"Brachybacterium","Brachybacterium","220708_04","Soberanía",0.0228764898314003,TRUE
"Brachybacterium","Brachybacterium","220708_05","Soberanía",2.00518824931641,TRUE
"Brachybacterium","Brachybacterium","220708_06","Soberanía",0,FALSE
"Brachybacterium","Brachybacterium","220708_07","Soberanía",0.0315991003550252,TRUE
"Brachybacterium","Brachybacterium","220708_08","Soberanía",0.344696376211473,TRUE
"Brachybacterium","Brachybacterium","220708_09","Soberanía",0,FALSE
"Brachybacterium","Brachybacterium","220708_10","Soberanía",0.0163180940466154,TRUE
"Brachybacterium","Brachybacterium","250607_01","Lost Iguana",0.274179824146733,TRUE
"Brachybacterium","Brachybacterium","250607_02","Lost Iguana",0.151827125059795,TRUE
"Brachybacterium","Brachybacterium","250607_03","Lost Iguana",0.196779245813421,TRUE
"Brachybacterium","Brachybacterium","250607_04","Lost Iguana",0.0573318632855568,TRUE
"Brachybacterium","Brachybacterium","250607_05","Lost Iguana",0.0874763084997813,TRUE
"Brachybacterium","Brachybacterium","250607_07","Lost Iguana",0.573285875233053,TRUE
"Brachybacterium","Brachybacterium","250607_08","Lost Iguana",0.621885742979644,TRUE
"Brachybacterium","Brachybacterium","250607_09","Lost Iguana",0.269456332223807,TRUE
"Brachybacterium","Brachybacterium","250607_10","Lost Iguana",0.270101807604405,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_01","Veragua",1.16473940003352,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_03","Veragua",0.0735675956378743,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_05","Veragua",0.170060314724956,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_06","Veragua",0.0915591210324381,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220604_07","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220606_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220606_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220607_01","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220607_02","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220607_03","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220607_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220609_01","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220609_02","Veragua",0.0163471194040307,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220609_03","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220609_04","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220609_07","Veragua",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_11","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_12","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_13","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_14","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_15","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_16","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_17","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_18","Altos de Campana",0.0736690749649406,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_19","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220707_20","Altos de Campana",0,FALSE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_01","Soberanía",0.553518544634043,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_02","Soberanía",4.24088384200709,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_03","Soberanía",1.0856346216593,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_04","Soberanía",5.22727792647496,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_05","Soberanía",0.813293136086377,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_06","Soberanía",0.879357135304691,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_07","Soberanía",2.77142697819662,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_08","Soberanía",0.0693869328737382,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_09","Soberanía",0.115724186354948,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","220708_10","Soberanía",0.0407952351165384,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_01","Lost Iguana",0.321452207620308,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_02","Lost Iguana",15.0475239699673,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_03","Lost Iguana",0.0562226416609775,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_04","Lost Iguana",2.37706725468578,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_05","Lost Iguana",0.10788744714973,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_07","Lost Iguana",0.851454152085265,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_08","Lost Iguana",0.397852369732319,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_09","Lost Iguana",0.348708194642574,TRUE
"Unclassified_Alcaligenaceae","Uncl. Alcaligenaceae","250607_10","Lost Iguana",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_01","Veragua",0.854700854700855,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_02","Veragua",2.13696575856036,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_03","Veragua",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_04","Veragua",0.672398917021213,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_05","Veragua",1.33327286744365,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_06","Veragua",0.954830833623997,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220604_07","Veragua",0.238185255198488,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220606_02","Veragua",0.751048761784474,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220606_04","Veragua",1.2993762993763,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220607_01","Veragua",0.0717932354818124,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220607_02","Veragua",0.597791366249886,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220607_03","Veragua",0.093241983216443,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220607_04","Veragua",0.332574381539564,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220609_01","Veragua",2.96593501691448,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220609_02","Veragua",0.190911001611359,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220609_03","Veragua",0.782906218878492,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220609_04","Veragua",0.255247590162458,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220609_07","Veragua",0.0949804053029396,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_11","Altos de Campana",0.181439159975293,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_12","Altos de Campana",0.0650714306841374,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_13","Altos de Campana",0.0542917639394104,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_14","Altos de Campana",0.1377210785735,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_15","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_16","Altos de Campana",0.0708661417322835,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_17","Altos de Campana",0.0337744865027145,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_18","Altos de Campana",0.0301776933591323,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_19","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220707_20","Altos de Campana",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_01","Soberanía",0.278522070229869,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_02","Soberanía",0.155779203476336,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_03","Soberanía",0.148310740663839,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_04","Soberanía",0.376318257726534,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_05","Soberanía",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_06","Soberanía",0.357734465865435,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_07","Soberanía",0.0650569713191695,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_08","Soberanía",0.0581954920876514,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_09","Soberanía",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","220708_10","Soberanía",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_01","Lost Iguana",0.51684472597775,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_02","Lost Iguana",0.205902539464653,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_03","Lost Iguana",0.200795148789205,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_04","Lost Iguana",0,FALSE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_05","Lost Iguana",0.17203674004957,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_07","Lost Iguana",0.358926808841564,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_08","Lost Iguana",0.256865850361157,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_09","Lost Iguana",0.313044856554129,TRUE
"Unclassified_Bacillaceae","Uncl. Bacillaceae","250607_10","Lost Iguana",0.0457095366715147,TRUE
"Micrococcus","Micrococcus","220604_01","Veragua",0,FALSE
"Micrococcus","Micrococcus","220604_02","Veragua",0.156210947263184,TRUE
"Micrococcus","Micrococcus","220604_03","Veragua",0.0100975131267671,TRUE
"Micrococcus","Micrococcus","220604_04","Veragua",0.261819047335694,TRUE
"Micrococcus","Micrococcus","220604_05","Veragua",0.573670128338851,TRUE
"Micrococcus","Micrococcus","220604_06","Veragua",0.0850191838158354,TRUE
"Micrococcus","Micrococcus","220604_07","Veragua",0.0260449485402226,TRUE
"Micrococcus","Micrococcus","220606_02","Veragua",0.374396680048717,TRUE
"Micrococcus","Micrococcus","220606_04","Veragua",8.4026334026334,TRUE
"Micrococcus","Micrococcus","220607_01","Veragua",0,FALSE
"Micrococcus","Micrococcus","220607_02","Veragua",0.10495573605914,TRUE
"Micrococcus","Micrococcus","220607_03","Veragua",0.0283779948919609,TRUE
"Micrococcus","Micrococcus","220607_04","Veragua",1.13842769065466,TRUE
"Micrococcus","Micrococcus","220609_01","Veragua",0.271418456455039,TRUE
"Micrococcus","Micrococcus","220609_02","Veragua",0.0175147707900329,TRUE
"Micrococcus","Micrococcus","220609_03","Veragua",0.282990031257087,TRUE
"Micrococcus","Micrococcus","220609_04","Veragua",0,FALSE
"Micrococcus","Micrococcus","220609_07","Veragua",0.091388709304089,TRUE
"Micrococcus","Micrococcus","220707_11","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220707_12","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220707_13","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220707_14","Altos de Campana",0.0398666280081183,TRUE
"Micrococcus","Micrococcus","220707_15","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220707_16","Altos de Campana",0.0288713910761155,TRUE
"Micrococcus","Micrococcus","220707_17","Altos de Campana",0.0262690450576668,TRUE
"Micrococcus","Micrococcus","220707_18","Altos de Campana",0.00710063373156054,TRUE
"Micrococcus","Micrococcus","220707_19","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220707_20","Altos de Campana",0,FALSE
"Micrococcus","Micrococcus","220708_01","Soberanía",0.0599351290368072,TRUE
"Micrococcus","Micrococcus","220708_02","Soberanía",0.0430442535921454,TRUE
"Micrococcus","Micrococcus","220708_03","Soberanía",0.053391866638982,TRUE
"Micrococcus","Micrococcus","220708_04","Soberanía",0.0560474000869307,TRUE
"Micrococcus","Micrococcus","220708_05","Soberanía",0,FALSE
"Micrococcus","Micrococcus","220708_06","Soberanía",0,FALSE
"Micrococcus","Micrococcus","220708_07","Soberanía",0.0204464767003104,TRUE
"Micrococcus","Micrococcus","220708_08","Soberanía",0,FALSE
"Micrococcus","Micrococcus","220708_09","Soberanía",0,FALSE
"Micrococcus","Micrococcus","220708_10","Soberanía",0,FALSE
"Micrococcus","Micrococcus","250607_01","Lost Iguana",0.167029088273297,TRUE
